"MashupID","CateID","IsPri"
"83707","20099","0"
"88026","19978","0"
"88026","20034","0"
"86925","19959","1"
"86925","20015","0"
"86925","19965","0"
"86925","20034","0"
"86994","19978","1"
"86994","20087","0"
"86994","20173","0"
"86994","20358","0"
"84083","20238","1"
"84083","19978","0"
"84083","20173","0"
"81266","19978","1"
"81266","19963","0"
"82244","19976","1"
"82244","20038","0"
"82244","20194","0"
"82244","19976","0"
"82244","19978","0"
"82244","19976","0"
"82634","19978","1"
"82634","20057","0"
"82634","19965","0"
"138758","20078","1"
"138758","19989","0"
"83030","19978","1"
"83030","20094","0"
"138508","20233","1"
"147402","20089","1"
"138508","22068","0"
"138508","20335","0"
"138508","20034","0"
"147402","20081","0"
"147402","20107","0"
"147402","20217","0"
"81901","19978","1"
"82904","20026","1"
"87783","20115","1"
"81901","20206","0"
"87783","19978","0"
"87783","19965","0"
"82904","20038","0"
"82904","20099","0"
"82904","19959","0"
"88021","19959","1"
"88021","20010","0"
"88021","20053","0"
"88021","20346","0"
"88021","20141","0"
"84735","20112","1"
"84735","20186","0"
"84735","20012","0"
"83260","20094","1"
"83260","19978","0"
"82750","19971","1"
"82750","20275","0"
"84136","19960","1"
"84136","19959","0"
"84136","20138","0"
"84136","20099","0"
"84124","19998","1"
"84124","20190","0"
"84124","19978","0"
"85311","19978","1"
"85311","20121","0"
"85311","20016","0"
"85311","20306","0"
"138786","20087","1"
"138786","20142","0"
"86658","20087","1"
"86658","20099","0"
"86658","20066","0"
"86504","19960","1"
"85586","20162","1"
"86104","19978","1"
"85586","19990","0"
"85586","20038","0"
"85586","20098","0"
"85586","20087","0"
"86104","20176","0"
"83316","20071","1"
"83316","20066","0"
"83316","19978","0"
"83316","19963","0"
"80890","19978","1"
"87876","20355","1"
"81521","20090","1"
"85741","19959","1"
"85741","20171","0"
"81521","19959","0"
"81521","20015","0"
"87876","19963","0"
"87876","19963","0"
"81521","20142","0"
"81418","20099","1"
"81418","20026","0"
"81418","20114","0"
"81418","20194","0"
"81418","20038","0"
"82347","20018","1"
"82347","20162","0"
"82347","19971","0"
"82119","20176","1"
"82119","19978","0"
"138492","20162","1"
"138492","19984","0"
"138492","19979","0"
"83720","20080","1"
"83720","19978","0"
"138788","19971","1"
"83461","20204","1"
"138788","20202","0"
"83461","20217","0"
"83461","20166","0"
"80731","20099","1"
"80731","20079","0"
"80731","20162","0"
"80731","20142","0"
"84871","20119","1"
"84871","20080","0"
"84871","20080","0"
"84871","20099","0"
"87538","20162","1"
"87538","19984","0"
"87538","20087","0"
"87538","20012","0"
"87038","19988","1"
"87186","20207","1"
"87186","20087","0"
"87186","20013","0"
"84636","20066","1"
"83163","20119","1"
"85322","20087","1"
"84636","20104","0"
"83163","19978","0"
"85322","19997","0"
"83163","19971","0"
"85322","20377","0"
"83163","20099","0"
"82353","20015","1"
"82353","19960","0"
"82353","20013","0"
"82353","19960","0"
"87560","19969","1"
"87560","20014","0"
"87560","20053","0"
"87560","20157","0"
"87560","20055","0"
"82203","20211","1"
"86915","20015","1"
"82203","19978","0"
"85259","20395","1"
"86915","20066","0"
"85259","19982","0"
"86915","20117","0"
"85259","19978","0"
"85259","19965","0"
"84767","19965","1"
"84767","19982","0"
"84767","19978","0"
"86314","20211","1"
"86314","20066","0"
"86314","20075","0"
"86314","20087","0"
"86754","20087","1"
"86754","19959","0"
"83638","20012","1"
"84076","19990","1"
"83638","20038","0"
"85627","20250","1"
"82247","20099","1"
"85627","19984","0"
"83638","19978","0"
"84076","20026","0"
"85627","20015","0"
"84076","20099","0"
"83638","20162","0"
"85627","20162","0"
"139043","20015","1"
"83943","20250","1"
"86625","19988","1"
"85092","19978","1"
"86625","19988","0"
"83943","19984","0"
"86625","19978","0"
"85092","19989","0"
"83943","20079","0"
"85092","20112","0"
"86857","20202","1"
"86857","19998","0"
"86857","20161","0"
"86857","19960","0"
"88155","20184","1"
"82883","19965","1"
"82887","19989","1"
"88155","20184","0"
"82887","19959","0"
"82887","20015","0"
"82887","20015","0"
"88155","20184","0"
"82883","19978","0"
"82883","20142","0"
"81562","20094","1"
"81562","19965","0"
"81562","19978","0"
"81562","20120","0"
"81562","20070","0"
"86321","19959","1"
"86321","19960","0"
"81608","19978","1"
"84050","20038","1"
"81608","19965","0"
"81608","20034","0"
"81608","19989","0"
"81608","20033","0"
"81608","20230","0"
"84918","20099","1"
"85767","19965","1"
"84520","19990","1"
"85899","19965","1"
"84918","20038","0"
"85767","19989","0"
"85767","19989","0"
"85899","19978","0"
"85767","20015","0"
"84520","19990","0"
"84520","20018","0"
"85767","20015","0"
"84474","19989","1"
"84938","20057","1"
"84938","20208","0"
"84938","19989","0"
"84938","19965","0"
"84474","19989","0"
"84474","20038","0"
"84474","20162","0"
"82116","20301","1"
"82116","20013","0"
"87700","20012","1"
"87700","20271","0"
"87700","19973","0"
"86567","19962","1"
"86567","20254","0"
"86567","20012","0"
"87851","20219","1"
"87851","20015","0"
"87851","20134","0"
"82489","20250","1"
"82489","19978","0"
"83177","19959","1"
"83177","20162","0"
"83177","20071","0"
"80896","20098","1"
"87321","20162","1"
"138326","19992","1"
"138326","20062","0"
"87321","20173","0"
"138326","20012","0"
"85346","20099","1"
"84313","20142","1"
"84313","20255","0"
"84313","19978","0"
"82713","20099","1"
"82713","20266","0"
"82713","20055","0"
"82713","20038","0"
"140731","20109","1"
"140731","20186","0"
"140731","20020","0"
"140731","20253","0"
"81121","19990","1"
"81121","20099","0"
"84460","20161","1"
"84460","20204","0"
"84460","19998","0"
"84460","20206","0"
"84473","20107","1"
"84473","19971","0"
"84473","20147","0"
"84473","20087","0"
"87323","19990","1"
"87323","20066","0"
"84411","20055","1"
"84411","20099","0"
"84411","20033","0"
"84411","20033","0"
"83017","19978","1"
"83017","19965","0"
"84976","19978","1"
"84976","20086","0"
"84976","19978","0"
"84976","20055","0"
"84976","19978","0"
"86445","19990","1"
"86445","20114","0"
"86445","20055","0"
"87171","20358","1"
"87171","19959","0"
"87171","19990","0"
"80795","20307","1"
"80795","20034","0"
"80795","19978","0"
"80795","20414","0"
"80795","20162","0"
"84958","20075","1"
"82396","20162","1"
"86395","20087","1"
"84958","20099","0"
"86395","20055","0"
"84958","20055","0"
"82396","19963","0"
"86395","19965","0"
"86395","20395","0"
"87696","20016","1"
"87696","20016","0"
"87696","19978","0"
"86959","19990","1"
"85961","20358","1"
"86959","20055","0"
"86959","20038","0"
"85094","19978","1"
"85094","20211","0"
"85094","19963","0"
"82253","20016","1"
"82253","19977","0"
"82253","20016","0"
"82253","19978","0"
"82253","20016","0"
"85312","20033","1"
"85312","20054","0"
"85312","19978","0"
"83701","19990","1"
"87649","19978","1"
"83701","20087","0"
"87649","20080","0"
"83701","20106","0"
"85999","19978","1"
"86941","20055","1"
"86941","20099","0"
"82299","20173","1"
"83949","20087","1"
"82006","19990","1"
"82299","20099","0"
"83949","19990","0"
"83949","20038","0"
"83949","20278","0"
"82006","19990","0"
"82006","20162","0"
"82006","19978","0"
"83389","20171","1"
"83389","20046","0"
"83389","20206","0"
"138499","20250","1"
"138499","19984","0"
"138499","20070","0"
"85791","20055","1"
"84965","20099","1"
"81170","20194","1"
"85791","20026","0"
"84965","20245","0"
"85791","20038","0"
"81170","19978","0"
"85791","20099","0"
"84965","19963","0"
"81170","20038","0"
"84965","20066","0"
"83280","20099","1"
"83280","20055","0"
"82206","19990","1"
"82206","20358","0"
"82206","20099","0"
"82793","20099","1"
"151786","23003","1"
"151786","19968","0"
"82793","20079","0"
"82799","20099","1"
"81490","20099","1"
"82799","20204","0"
"81490","20055","0"
"80743","20099","1"
"80743","20079","0"
"81833","20158","1"
"87025","19971","1"
"87059","20015","1"
"81517","20099","1"
"81833","20099","0"
"87025","20099","0"
"87059","19959","0"
"87059","20015","0"
"87025","20099","0"
"87025","19981","0"
"83085","20099","1"
"83085","20208","0"
"84477","20099","1"
"80754","20099","1"
"84477","20204","0"
"80754","20109","0"
"83248","20099","1"
"81419","20099","1"
"83248","20204","0"
"83248","20055","0"
"86496","20099","1"
"86496","20135","0"
"86496","20087","0"
"85377","20252","1"
"85377","19978","0"
"85377","19978","0"
"82736","20099","1"
"138956","20294","1"
"82736","19990","0"
"82736","20204","0"
"82736","19996","0"
"82736","20114","0"
"87115","20120","1"
"82156","20252","1"
"88085","19978","1"
"83048","19978","1"
"87924","20080","1"
"87115","19978","0"
"83048","19978","0"
"82156","20162","0"
"87924","20080","0"
"83048","20034","0"
"82156","20066","0"
"87924","20160","0"
"83048","20034","0"
"87924","19968","0"
"87115","19965","0"
"87924","19968","0"
"88085","19965","0"
"88085","20173","0"
"88085","20357","0"
"81809","20099","1"
"88181","20024","1"
"82417","19978","1"
"88276","20362","1"
"81809","20109","0"
"81809","20075","0"
"88181","19973","0"
"82417","20194","0"
"88276","20165","0"
"82417","20104","0"
"88181","20165","0"
"88277","20362","1"
"88277","20165","0"
"88292","20362","1"
"88098","20362","1"
"88292","20165","0"
"88098","20165","0"
"81592","19965","1"
"81592","19978","0"
"88275","20362","1"
"94604","20362","1"
"88275","20165","0"
"94604","20165","0"
"84827","20075","1"
"138561","20147","1"
"84827","20126","0"
"82760","19978","1"
"82760","20250","0"
"87602","19997","1"
"82800","19978","1"
"87602","20012","0"
"82800","20016","0"
"87602","20182","0"
"82800","19965","0"
"82800","20016","0"
"85497","20173","1"
"83706","20162","1"
"83706","19999","0"
"87642","19998","1"
"82322","20211","1"
"81548","19978","1"
"87642","20169","0"
"81548","19959","0"
"82322","20051","0"
"87642","20275","0"
"87642","20087","0"
"87642","20071","0"
"83872","20087","1"
"83872","20098","0"
"144667","20191","1"
"144667","20152","0"
"144667","20423","0"
"144667","20012","0"
"83245","20137","1"
"83245","20019","0"
"83245","19968","0"
"83245","20015","0"
"83245","20015","0"
"81307","20211","1"
"81307","19978","0"
"85806","20093","1"
"85806","20211","0"
"85806","19959","0"
"85806","19978","0"
"80934","19978","1"
"80934","20250","0"
"87694","19984","1"
"83415","20024","1"
"87694","20113","0"
"83415","20204","0"
"87694","19997","0"
"87694","20087","0"
"87694","20162","0"
"82460","19978","1"
"82460","20211","0"
"147077","20055","1"
"147081","20254","1"
"147077","20080","0"
"147081","19962","0"
"83419","20087","1"
"83419","20024","0"
"147080","20122","1"
"147078","20055","1"
"147080","20055","0"
"86157","19978","1"
"147079","20055","1"
"86157","19963","0"
"147079","20255","0"
"84678","20142","1"
"84678","20162","0"
"84678","19978","0"
"84678","20015","0"
"84678","20038","0"
"147076","20055","1"
"87409","20012","1"
"87409","20010","0"
"85427","20301","1"
"84514","19988","1"
"85427","20301","0"
"84514","19994","0"
"85427","20006","0"
"86091","20055","1"
"86091","20055","0"
"139530","20184","1"
"87960","20098","1"
"82268","19990","1"
"81161","20194","1"
"139530","20224","0"
"82268","20122","0"
"81161","19978","0"
"87960","20010","0"
"82268","19978","0"
"87458","20005","1"
"87583","20012","1"
"87706","20010","1"
"87458","20211","0"
"87706","20038","0"
"87458","20005","0"
"87706","20010","0"
"87458","20307","0"
"87458","20055","0"
"83918","20162","1"
"82059","20075","1"
"83918","20038","0"
"139531","20184","1"
"82059","20104","0"
"139531","20357","0"
"86302","20066","1"
"83816","20162","1"
"86302","19959","0"
"83816","20204","0"
"86302","20015","0"
"85425","20160","1"
"136426","20122","1"
"85425","20370","0"
"85425","20255","0"
"85425","20337","0"
"85425","19959","0"
"85425","20094","0"
"136426","20233","0"
"85916","20160","1"
"85916","19959","0"
"85916","19978","0"
"87592","20292","1"
"87592","20055","0"
"87592","20012","0"
"88150","20184","1"
"88150","20184","0"
"88150","20184","0"
"81957","20099","1"
"83216","20099","1"
"86895","19965","1"
"81957","19978","0"
"83216","20006","0"
"120592","19978","1"
"137808","20233","1"
"86895","20335","0"
"137808","20156","0"
"137808","20142","0"
"120592","20233","0"
"86895","20034","0"
"81957","19965","0"
"137808","20055","0"
"137808","20395","0"
"137808","20122","0"
"86895","20034","0"
"120592","20255","0"
"120592","19959","0"
"120592","20055","0"
"86948","19978","1"
"87551","20012","1"
"84496","20173","1"
"87673","19959","1"
"86948","20055","0"
"87551","19997","0"
"87673","19979","0"
"84496","19978","0"
"86948","20099","0"
"84496","19958","0"
"87673","20214","0"
"86948","19959","0"
"86948","20015","0"
"87673","20162","0"
"87551","20355","0"
"82833","19978","1"
"87647","19965","1"
"82833","20206","0"
"87647","20012","0"
"87647","19984","0"
"87647","20055","0"
"82697","20018","1"
"82697","19978","0"
"86891","20243","1"
"86587","19965","1"
"86891","20055","0"
"86587","20179","0"
"86891","20099","0"
"86404","20173","1"
"86967","20087","1"
"86404","20066","0"
"86967","19959","0"
"86967","20162","0"
"86404","20087","0"
"86967","20087","0"
"83237","20338","1"
"83237","19978","0"
"83237","20087","0"
"87919","20275","1"
"87116","20120","1"
"87919","20149","0"
"87116","20003","0"
"87919","20012","0"
"87116","20055","0"
"87919","20320","0"
"84989","19990","1"
"84989","20038","0"
"84989","20204","0"
"84989","20055","0"
"86787","19960","1"
"86787","19994","0"
"86787","20385","0"
"85798","20272","1"
"81786","20003","1"
"87675","20087","1"
"85798","20055","0"
"87675","20080","0"
"84616","20015","1"
"88299","20099","1"
"81786","20066","0"
"84616","19990","0"
"84616","20099","0"
"84616","20173","0"
"85798","19996","0"
"87675","20055","0"
"87675","20080","0"
"88299","19978","0"
"88299","20124","0"
"82423","20055","1"
"82423","20013","0"
"82423","20013","0"
"86617","20003","1"
"86617","20087","0"
"87931","19963","1"
"83642","19978","1"
"83600","20013","1"
"87931","19963","0"
"83600","20099","0"
"83600","20012","0"
"83600","20099","0"
"83642","19982","0"
"83642","20094","0"
"139674","20395","1"
"85861","19978","1"
"139674","19977","0"
"85861","19965","0"
"139674","19965","0"
"85861","20048","0"
"139674","20404","0"
"85010","19990","1"
"145518","19996","1"
"82157","20162","1"
"85010","20278","0"
"82157","19978","0"
"145518","20272","0"
"85010","20027","0"
"145518","20066","0"
"87184","20239","1"
"87184","19978","0"
"87184","20034","0"
"82159","19978","1"
"82159","20012","0"
"82710","19978","1"
"83751","19978","1"
"82710","20204","0"
"83751","20013","0"
"83751","20094","0"
"83751","20250","0"
"83751","20066","0"
"85114","20099","1"
"85591","20026","1"
"82426","20173","1"
"80901","19978","1"
"85114","20176","0"
"82426","20138","0"
"85591","20099","0"
"80901","20055","0"
"85114","20090","0"
"80901","20026","0"
"85114","20026","0"
"80901","20099","0"
"84263","19978","1"
"81908","20026","1"
"87959","20026","1"
"84263","20162","0"
"81908","20211","0"
"87959","20099","0"
"87959","20012","0"
"82107","20026","1"
"82107","20099","0"
"84263","20099","0"
"84263","20055","0"
"84263","20026","0"
"84263","20173","0"
"82985","20090","1"
"82985","20026","0"
"82985","20099","0"
"83685","20099","1"
"83685","20026","0"
"83685","19978","0"
"84284","20026","1"
"84284","20099","0"
"84284","20204","0"
"84283","20066","1"
"84283","20419","0"
"84283","20026","0"
"84283","20099","0"
"84283","20377","0"
"82885","20026","1"
"82885","20099","0"
"138074","20253","1"
"138074","19990","0"
"87397","20399","1"
"87397","19964","0"
"85359","20087","1"
"138964","20206","1"
"85359","20024","0"
"85359","19960","0"
"85359","19960","0"
"85317","20016","1"
"82136","20026","1"
"85317","19978","0"
"87873","20027","1"
"88009","19990","1"
"82136","20283","0"
"87460","20055","1"
"88009","19990","0"
"87460","20087","0"
"87460","19997","0"
"87460","20099","0"
"87873","19990","0"
"88009","20142","0"
"87873","19990","0"
"87873","19990","0"
"87460","20048","0"
"88024","19978","1"
"85057","20211","1"
"85057","20055","0"
"85057","19978","0"
"85056","20055","1"
"85056","19965","0"
"85056","20086","0"
"85056","20255","0"
"85056","19978","0"
"85988","20029","1"
"85988","19978","0"
"85988","20339","0"
"83929","19978","1"
"83929","20029","0"
"83929","20018","0"
"83893","20137","1"
"83893","20033","0"
"83893","19968","0"
"83893","20204","0"
"83893","20033","0"
"84302","19978","1"
"84302","20029","0"
"84302","20339","0"
"84302","20105","0"
"88244","19978","1"
"88244","20087","0"
"85921","20033","1"
"85653","20194","1"
"85921","20357","0"
"85653","20038","0"
"85653","19990","0"
"85653","20278","0"
"87077","19959","1"
"87077","20087","0"
"87077","19978","0"
"87789","20390","1"
"82248","20099","1"
"87789","20035","0"
"87789","20053","0"
"82248","20012","0"
"88156","20184","1"
"85388","20206","1"
"86593","20099","1"
"88156","20184","0"
"85388","20086","0"
"88156","20184","0"
"85388","20171","0"
"87638","19960","1"
"87638","20186","0"
"87638","20385","0"
"87638","19960","0"
"87774","20033","1"
"87774","20087","0"
"87774","20327","0"
"86739","20423","1"
"86739","20037","0"
"86739","20075","0"
"84923","20037","1"
"84923","20162","0"
"84923","20012","0"
"88073","20184","1"
"88073","20184","0"
"88073","20184","0"
"81637","19978","1"
"81579","20016","1"
"81637","19989","0"
"81637","20018","0"
"81637","20208","0"
"81579","19978","0"
"87177","20332","1"
"83076","20033","1"
"87177","20055","0"
"87177","20242","0"
"83076","20033","0"
"83076","19978","0"
"83076","20119","0"
"83076","20099","0"
"87175","20277","1"
"87466","20173","1"
"88058","20016","1"
"86014","20059","1"
"86014","19978","0"
"86233","20099","1"
"88058","20016","0"
"86233","20055","0"
"87466","20141","0"
"86014","20142","0"
"87466","19998","0"
"88058","20012","0"
"86014","20054","0"
"88058","20141","0"
"87175","20366","0"
"86233","20066","0"
"87175","20161","0"
"87657","20094","1"
"87657","20411","0"
"87657","20094","0"
"86118","19960","1"
"86118","20015","0"
"86118","20024","0"
"87991","20174","1"
"87991","20055","0"
"87991","20042","0"
"87991","20066","0"
"87991","20104","0"
"80779","20099","1"
"87588","20087","1"
"80779","20026","0"
"87588","20009","0"
"80779","20055","0"
"87588","20301","0"
"87588","20313","0"
"80726","20204","1"
"85282","20087","1"
"85282","20075","0"
"85282","20357","0"
"85708","19960","1"
"85708","20024","0"
"84763","20099","1"
"87677","20204","1"
"87677","20012","0"
"87677","20162","0"
"87677","20087","0"
"83657","20419","1"
"83657","20055","0"
"83657","20254","0"
"83657","20038","0"
"83657","20162","0"
"84573","20082","1"
"82312","20075","1"
"84573","19978","0"
"84573","19965","0"
"82312","20176","0"
"82312","20013","0"
"82312","20013","0"
"82779","20033","1"
"143695","20240","1"
"82779","20087","0"
"143695","20048","0"
"82779","20162","0"
"82779","20038","0"
"82779","20033","0"
"138070","19988","1"
"146439","20055","1"
"138070","20135","0"
"138070","20213","0"
"86087","20099","1"
"86087","20055","0"
"86087","20055","0"
"87188","20027","1"
"87188","19990","0"
"87188","20055","0"
"87188","20358","0"
"82975","20087","1"
"87596","20012","1"
"86370","20162","1"
"82975","20079","0"
"87596","20171","0"
"86370","20087","0"
"86370","20075","0"
"86370","20204","0"
"87596","20103","0"
"85174","20099","1"
"85174","20026","0"
"84497","20038","1"
"84497","19959","0"
"84354","20094","1"
"84354","19978","0"
"84354","20252","0"
"84354","20094","0"
"84354","20038","0"
"84354","20401","0"
"82820","19990","1"
"86632","20066","1"
"82820","19978","0"
"86632","20173","0"
"82820","20142","0"
"86632","19978","0"
"82820","20104","0"
"84428","19978","1"
"84428","20094","0"
"84428","19965","0"
"84428","20252","0"
"84428","20094","0"
"82052","19968","1"
"82052","19978","0"
"82686","19978","1"
"82686","19965","0"
"85275","19965","1"
"85275","20051","0"
"88199","19990","1"
"85775","19978","1"
"86987","19990","1"
"86987","19990","0"
"86987","20087","0"
"82994","19978","1"
"82876","20099","1"
"82994","20208","0"
"82994","20211","0"
"82876","20208","0"
"81615","20034","1"
"81615","19978","0"
"82544","20016","1"
"80992","19978","1"
"82544","19959","0"
"87631","20129","1"
"86698","20051","1"
"80992","20099","0"
"86698","20067","0"
"87631","20012","0"
"80992","20004","0"
"87631","19995","0"
"82544","20016","0"
"86698","20067","0"
"82544","20015","0"
"88135","20012","1"
"85812","20142","1"
"88135","19979","0"
"85812","19978","0"
"88135","19979","0"
"85812","20054","0"
"85812","19978","0"
"82406","20099","1"
"82406","20087","0"
"83591","20194","1"
"83591","19978","0"
"83591","19999","0"
"83591","20070","0"
"81167","19978","1"
"82529","19978","1"
"82271","20250","1"
"87905","20250","1"
"87905","20173","0"
"82529","19965","0"
"82271","20055","0"
"82271","19959","0"
"82271","20015","0"
"85660","19978","1"
"85660","20098","0"
"85660","20087","0"
"85660","20038","0"
"85660","20004","0"
"85660","20098","0"
"83050","19978","1"
"80835","19978","1"
"83050","20026","0"
"83050","20054","0"
"80835","20250","0"
"83050","20099","0"
"80835","20208","0"
"84097","19990","1"
"82687","20334","1"
"84097","20038","0"
"82687","20206","0"
"82687","20315","0"
"82687","19995","0"
"81364","20090","1"
"81364","20038","0"
"83895","19968","1"
"83895","20137","0"
"83895","19968","0"
"83895","20204","0"
"83548","19978","1"
"83548","20034","0"
"88056","20015","1"
"88056","20107","0"
"87712","19978","1"
"87712","20087","0"
"87712","20162","0"
"87712","19997","0"
"87766","20416","1"
"86106","19990","1"
"87766","20098","0"
"86106","20292","0"
"86106","20208","0"
"87766","19997","0"
"87766","19990","0"
"82163","20087","1"
"82163","19959","0"
"81337","19965","1"
"81337","20208","0"
"87768","19990","1"
"87768","19997","0"
"87768","20012","0"
"83737","19965","1"
"85956","19988","1"
"86642","20099","1"
"83737","19978","0"
"84401","19965","1"
"85956","19978","0"
"84401","19978","0"
"85956","19965","0"
"83737","20265","0"
"84401","20057","0"
"84401","20208","0"
"86642","20055","0"
"86642","19978","0"
"86642","20066","0"
"86642","19965","0"
"83804","20038","1"
"83804","20173","0"
"87652","20087","1"
"87652","20012","0"
"80963","19978","1"
"80963","20093","0"
"80963","20048","0"
"81001","20048","1"
"84809","20162","1"
"83175","19978","1"
"83175","20038","0"
"84809","20250","0"
"84809","20075","0"
"86902","20015","1"
"86902","19959","0"
"86902","20055","0"
"86902","19997","0"
"86902","20066","0"
"86902","19996","0"
"84920","20058","1"
"84920","19997","0"
"84920","20087","0"
"151819","19978","1"
"88053","19998","1"
"151819","20120","0"
"87599","20114","1"
"88053","20058","0"
"87599","20059","0"
"88053","19997","0"
"87599","20194","0"
"87599","20012","0"
"87367","19965","1"
"86130","20058","1"
"87367","19978","0"
"86130","19978","0"
"87367","20034","0"
"86130","20087","0"
"88107","19978","1"
"82374","19978","1"
"80790","19978","1"
"88107","20067","0"
"82374","20060","0"
"88107","19978","0"
"82374","20098","0"
"82374","20060","0"
"82374","20016","0"
"80790","19994","0"
"84151","20204","1"
"84151","20016","0"
"84151","20063","0"
"84151","20016","0"
"84151","20016","0"
"86681","19978","1"
"86681","20060","0"
"86681","19976","0"
"86681","20050","0"
"83760","20048","1"
"83295","19978","1"
"83760","19978","0"
"83295","20038","0"
"83295","19965","0"
"83760","20050","0"
"86939","20033","1"
"86939","20055","0"
"86939","20099","0"
"86939","20015","0"
"86939","19959","0"
"87136","19978","1"
"84214","19990","1"
"84214","20038","0"
"81361","20160","1"
"87136","20087","0"
"138305","20073","1"
"81361","19978","0"
"84214","20142","0"
"138305","20093","0"
"84214","19990","0"
"87136","20208","0"
"87136","20211","0"
"84214","20099","0"
"138305","19968","0"
"84214","20162","0"
"87468","20055","1"
"87468","20141","0"
"87468","19965","0"
"87468","19997","0"
"87464","20141","1"
"83839","19978","1"
"87464","20173","0"
"83839","20177","0"
"83839","20250","0"
"83087","20177","1"
"86488","20033","1"
"83087","19978","0"
"86488","20087","0"
"83087","20177","0"
"86488","20099","0"
"86488","20055","0"
"87570","20080","1"
"87570","20109","0"
"87570","20055","0"
"87570","19978","0"
"83989","20099","1"
"82367","20055","1"
"82367","20056","0"
"82367","19988","0"
"82367","20099","0"
"83640","20026","1"
"83640","20099","0"
"83640","20208","0"
"82948","19978","1"
"82948","20288","0"
"82219","20038","1"
"82219","19965","0"
"82219","19978","0"
"84964","20048","1"
"84964","20185","0"
"83674","20099","1"
"83042","19965","1"
"83674","20138","0"
"83042","20048","0"
"83042","19978","0"
"83042","20133","0"
"83042","20099","0"
"84741","20186","1"
"84741","20355","0"
"86669","20211","1"
"86669","20066","0"
"86669","20055","0"
"86719","20155","1"
"82479","19965","1"
"84675","20016","1"
"82479","19978","0"
"84675","20213","0"
"84675","20016","0"
"82479","20105","0"
"84675","20099","0"
"81734","19978","1"
"81734","20034","0"
"82245","20016","1"
"82726","20162","1"
"82245","20050","0"
"82726","19978","0"
"82726","20016","0"
"87224","20099","1"
"87224","20138","0"
"85804","20070","1"
"85804","20057","0"
"87163","20065","1"
"87163","20380","0"
"83697","20099","1"
"83988","20307","1"
"85300","20087","1"
"83697","20138","0"
"83988","20230","0"
"85300","20080","0"
"83988","20230","0"
"85300","19960","0"
"83988","20155","0"
"87164","20066","1"
"87164","20065","0"
"87164","20055","0"
"83566","19959","1"
"87073","19960","1"
"132294","20099","1"
"83566","19978","0"
"132294","20138","0"
"83566","20121","0"
"132294","19959","0"
"83566","19978","0"
"87073","20385","0"
"87073","19959","0"
"87073","20148","0"
"87162","20066","1"
"87162","20065","0"
"87162","20055","0"
"81714","19978","1"
"81714","20065","0"
"87378","20066","1"
"83857","20065","1"
"87378","20087","0"
"87378","20098","0"
"83857","20065","0"
"87378","20272","0"
"83857","20173","0"
"82558","20099","1"
"81999","20067","1"
"82558","20099","0"
"83459","20099","1"
"81999","19978","0"
"83459","20026","0"
"81999","20016","0"
"82558","19978","0"
"83459","20173","0"
"81999","20162","0"
