"ApiID","CateID","IsPri"
"70959","20220","1"
"70959","20171","0"
"70959","20172","0"
"69885","20206","1"
"69885","19971","0"
"69885","20202","0"
"69885","20087","0"
"69885","20366","0"
"69885","20277","0"
"67979","20034","1"
"67979","20357","0"
"67162","20162","1"
"67162","20087","0"
"65999","20220","1"
"65999","20020","0"
"65999","20087","0"
"65999","20171","0"
"65999","20012","0"
"64109","20122","1"
"73709","19960","1"
"64109","20070","0"
"64109","20201","0"
"64109","20121","0"
"73709","20385","0"
"64109","20120","0"
"73709","20038","0"
"73709","20015","0"
"71855","20162","1"
"71855","20211","0"
"71855","19979","0"
"74399","20024","1"
"74399","20345","0"
"67416","20094","1"
"67416","20141","0"
"67416","20141","0"
"67416","20180","0"
"71191","20012","1"
"67978","20034","1"
"71191","19979","0"
"71191","20399","0"
"71191","20027","0"
"71191","20387","0"
"138293","20122","1"
"67978","20014","0"
"67978","20357","0"
"138293","20343","0"
"140669","20380","1"
"140669","20087","0"
"64921","20087","1"
"73881","20162","1"
"73881","19979","0"
"71864","20171","1"
"71864","20103","0"
"64995","19990","1"
"64995","20253","0"
"64995","20027","0"
"64324","20170","1"
"70621","20003","1"
"64324","20141","0"
"64324","20174","0"
"64324","20209","0"
"64324","20012","0"
"70621","20066","0"
"70621","20013","0"
"70621","20013","0"
"71085","20015","1"
"71085","19959","0"
"72551","20012","1"
"72551","20294","0"
"72551","20224","0"
"65498","19995","1"
"63583","19995","1"
"63583","20206","0"
"63583","19959","0"
"71134","19960","1"
"71134","20263","0"
"71134","20038","0"
"71134","19959","0"
"71134","20206","0"
"72562","20016","1"
"72562","20213","0"
"72562","20396","0"
"71132","19960","1"
"71132","20263","0"
"71132","20038","0"
"71132","19959","0"
"71132","20206","0"
"142447","20256","1"
"142447","19998","0"
"142447","20086","0"
"142447","20141","0"
"70689","20133","1"
"70689","19979","0"
"70689","20020","0"
"70689","20087","0"
"66270","20016","1"
"66270","20013","0"
"146505","20089","1"
"146505","20086","0"
"146505","20217","0"
"146505","19979","0"
"146505","20162","0"
"73376","20015","1"
"73376","20227","0"
"73225","20015","1"
"74961","20098","1"
"140147","19959","1"
"140147","20031","0"
"140147","19960","0"
"140147","20406","0"
"65533","20087","1"
"65533","20112","0"
"152254","20126","1"
"152254","20013","0"
"152254","20149","0"
"152254","20212","0"
"152254","20221","0"
"66319","20094","1"
"66319","20031","0"
"66319","20179","0"
"66319","20004","0"
"67977","20158","1"
"70597","20094","1"
"70597","20099","0"
"64366","19990","1"
"64366","20087","0"
"70930","20334","1"
"70930","20072","0"
"71454","19965","1"
"71454","20143","0"
"71454","20005","0"
"72596","19963","1"
"143050","20058","1"
"143050","20048","0"
"143050","20009","0"
"71133","19960","1"
"71133","20263","0"
"71133","20038","0"
"71133","19959","0"
"71133","20206","0"
"73874","19963","1"
"73874","20121","0"
"73874","20120","0"
"148188","20097","1"
"148188","20152","0"
"148188","20332","0"
"148188","20227","0"
"71136","19960","1"
"71136","19959","0"
"71136","20206","0"
"71136","20071","0"
"71136","20357","0"
"74270","20012","1"
"74270","20095","0"
"69220","20012","1"
"69220","20097","0"
"69220","20227","0"
"137303","20057","1"
"72469","20012","1"
"73402","20015","1"
"73402","19959","0"
"73402","20107","0"
"73402","20357","0"
"137303","19998","0"
"137303","20355","0"
"137303","19965","0"
"72469","19959","0"
"72469","20159","0"
"69349","20087","1"
"69349","20334","0"
"69349","20347","0"
"68745","20055","1"
"68745","19996","0"
"68745","19981","0"
"139078","19978","1"
"139078","19998","0"
"139078","20068","0"
"139078","22068","0"
"139078","20211","0"
"139078","19965","0"
"68161","20015","1"
"68161","19960","0"
"68161","19959","0"
"138125","20190","1"
"138125","20300","0"
"138125","20159","0"
"138744","20289","1"
"138744","20027","0"
"138744","20107","0"
"138744","20129","0"
"138744","20015","0"
"138744","20147","0"
"138744","20038","0"
"138744","20409","0"
"73860","20206","1"
"73860","20103","0"
"73860","19967","0"
"73860","20260","0"
"73860","20321","0"
"69589","20012","1"
"69589","20385","0"
"69589","20385","0"
"72145","19994","1"
"72145","19988","0"
"72145","20117","0"
"72145","20200","0"
"152439","22068","1"
"152439","19959","0"
"152439","20369","0"
"69310","20044","1"
"69310","19966","0"
"69310","20031","0"
"69310","20283","0"
"145113","20126","1"
"145113","19988","0"
"153035","20313","1"
"145113","20200","0"
"153035","20161","0"
"153035","20212","0"
"153035","20202","0"
"153035","19959","0"
"69859","19968","1"
"69859","20137","0"
"143654","20205","1"
"143654","20045","0"
"143654","20072","0"
"143654","20080","0"
"143654","20407","0"
"70713","20099","1"
"70713","20136","0"
"70713","20371","0"
"73754","20206","1"
"64627","20122","1"
"73754","20136","0"
"73754","20161","0"
"189053","20271","1"
"189053","19974","0"
"189053","20202","0"
"189053","20342","0"
"65362","20296","1"
"65362","20069","0"
"65362","20386","0"
"189051","20271","1"
"189051","19974","0"
"189051","20202","0"
"189051","20342","0"
"136269","20271","1"
"136269","19974","0"
"136269","20202","0"
"136269","20342","0"
"70860","19965","1"
"66562","19995","1"
"189050","20271","1"
"189050","19974","0"
"189050","20202","0"
"189050","20342","0"
"73119","19965","1"
"73119","19978","0"
"73119","20358","0"
"73119","20185","0"
"73119","20087","0"
"71135","19960","1"
"71135","20263","0"
"71135","20038","0"
"71135","19959","0"
"71135","20206","0"
"70291","19968","1"
"70291","20012","0"
"70291","20152","0"
"70291","20406","0"
"70291","20049","0"
"141534","20296","1"
"141534","19968","0"
"64631","20099","1"
"144151","20408","1"
"144151","20103","0"
"144151","20191","0"
"72134","19971","1"
"72134","19959","0"
"63482","20087","1"
"72134","19998","0"
"63482","20118","0"
"63482","19965","0"
"65589","19960","1"
"65589","20385","0"
"65589","20263","0"
"139749","20099","1"
"139749","19966","0"
"139749","20283","0"
"139749","20296","0"
"137267","20068","1"
"137267","20029","0"
"137267","20094","0"
"144292","20098","1"
"144292","20013","0"
"144292","20004","0"
"144292","20012","0"
"137232","20014","1"
"137232","20185","0"
"137232","20369","0"
"74906","20015","1"
"74906","20179","0"
"65265","20099","1"
"65265","20157","0"
"65265","20255","0"
"65265","19984","0"
"142603","20073","1"
"142603","19966","0"
"142603","20296","0"
"71130","19960","1"
"71130","20263","0"
"71130","20038","0"
"71130","19959","0"
"71130","20206","0"
"70991","19963","1"
"70991","20319","0"
"62817","20162","1"
"71131","19960","1"
"71131","20263","0"
"71131","20038","0"
"71131","19959","0"
"71131","20206","0"
"70187","20176","1"
"70187","20087","0"
"70187","20065","0"
"70187","20065","0"
"154632","20307","1"
"154632","20094","0"
"154632","20250","0"
"154632","20034","0"
"154632","20122","0"
"63603","20066","1"
"146179","20202","1"
"146179","20168","0"
"146179","20109","0"
"64525","20015","1"
"64525","19960","0"
"68286","20182","1"
"68286","20066","0"
"68286","20391","0"
"142625","20078","1"
"142625","20090","0"
"142625","20142","0"
"142625","20289","0"
"142625","20322","0"
"139257","20142","1"
"139257","20129","0"
"72625","19978","1"
"72625","19982","0"
"72625","19974","0"
"139257","20184","0"
"139257","20228","0"
"139257","20109","0"
"139257","20309","0"
"139257","20322","0"
"139257","20188","0"
"139257","19995","0"
"64073","20142","1"
"64073","20016","0"
"64073","20016","0"
"64073","19969","0"
"64073","20360","0"
"74505","19968","1"
"72360","19995","1"
"74505","20100","0"
"72360","20142","0"
"74505","20073","0"
"72360","20283","0"
"72360","20202","0"
"72360","20202","0"
"72360","20360","0"
"65130","19965","1"
"65130","19977","0"
"148976","20296","1"
"148976","19967","0"
"148976","20086","0"
"148976","20397","0"
"68551","20132","1"
"68551","19964","0"
"189728","20072","1"
"189728","20031","0"
"144153","20015","1"
"144153","19959","0"
"144153","20004","0"
"70719","19963","1"
"70719","20377","0"
"73802","20238","1"
"73802","20087","0"
"73802","20366","0"
"73802","19988","0"
"74371","19968","1"
"74371","19967","0"
"74371","20296","0"
"74371","19959","0"
"67913","20296","1"
"189172","20148","1"
"67728","20020","1"
"189172","20164","0"
"67728","20027","0"
"67913","20004","0"
"189172","20283","0"
"67728","19990","0"
"189172","20136","0"
"145745","20214","1"
"145745","20027","0"
"145745","20039","0"
"145745","20149","0"
"145745","19990","0"
"145745","20214","0"
"145745","20194","0"
"146187","19966","1"
"146182","20148","1"
"146187","20024","0"
"68674","20103","1"
"146187","20202","0"
"68674","20013","0"
"146182","20024","0"
"146182","20202","0"
"88342","20133","1"
"88342","20114","0"
"88342","20174","0"
"69195","19960","1"
"69195","20015","0"
"146183","20149","1"
"146183","20035","0"
"146183","20024","0"
"146183","20202","0"
"69636","19978","1"
"146180","20092","1"
"146180","20024","0"
"146184","20141","1"
"146184","20202","0"
"146185","20362","1"
"146185","20024","0"
"146185","20202","0"
"146185","20362","0"
"65486","20094","1"
"65486","19968","0"
"65486","20066","0"
"146186","20275","1"
"146186","20202","0"
"146886","20213","1"
"146886","19977","0"
"146886","20055","0"
"146886","20016","0"
"65725","20206","1"
"65725","19995","0"
"65725","20161","0"
"65725","20024","0"
"65725","20202","0"
"65725","20086","0"
"70833","20087","1"
"70833","20309","0"
"70833","20094","0"
"70833","19987","0"
"70833","20094","0"
"69326","20087","1"
"69326","20099","0"
"146887","20213","1"
"146887","19977","0"
"146887","20055","0"
"146887","20016","0"
"69181","19995","1"
"69181","20211","0"
"66668","20142","1"
"73065","20176","1"
"63670","20206","1"
"66668","20066","0"
"63670","19968","0"
"64712","20024","1"
"64712","20202","0"
"64712","20086","0"
"139129","20202","1"
"139129","20161","0"
"139129","20136","0"
"139129","20369","0"
"150210","20202","1"
"150210","20035","0"
"150210","20024","0"
"150210","20136","0"
"146888","20213","1"
"146888","19977","0"
"146888","20055","0"
"146888","20016","0"
"136551","20371","1"
"136551","19968","0"
"136551","20272","0"
"66968","20012","1"
"66968","20394","0"
"66968","20261","0"
"66968","20129","0"
"66968","19995","0"
"62706","20323","1"
"62706","20176","0"
"62706","20349","0"
"62706","20075","0"
"144106","20012","1"
"144106","20087","0"
"72508","20004","1"
"72508","20072","0"
"72508","20099","0"
"144107","20012","1"
"144107","19973","0"
"144107","20358","0"
"144107","20087","0"
"153434","20034","1"
"65738","20016","1"
"153434","19967","0"
"153434","20164","0"
"153434","22068","0"
"153434","19978","0"
"153434","20364","0"
"153434","20393","0"
"72967","20012","1"
"72967","20301","0"
"72967","20064","0"
"72967","20140","0"
"72967","20164","0"
"68770","20162","1"
"68770","19997","0"
"68770","19999","0"
"71235","20087","1"
"71235","20322","0"
"71235","20347","0"
"137393","20137","1"
"137393","20141","0"
"137393","19968","0"
"137393","20357","0"
"139106","19971","1"
"139106","20202","0"
"64347","19971","1"
"64347","20202","0"
"64347","20055","0"
"64347","20275","0"
"71952","20315","1"
"71952","20089","0"
"71952","20362","0"
"71952","20125","0"
"72367","20024","1"
"72367","20202","0"
"72367","20308","0"
"72367","20148","0"
"72367","20386","0"
"74277","20315","1"
"74277","20090","0"
"74277","19959","0"
"74277","20014","0"
"71377","19971","1"
"71377","20283","0"
"71377","20141","0"
"71377","19998","0"
"145675","20024","1"
"145675","20035","0"
"145675","20202","0"
"69085","19968","1"
"69085","20335","0"
"66893","19965","1"
"71978","19971","1"
"64967","20055","1"
"66893","20358","0"
"64967","19959","0"
"66893","20087","0"
"71978","20092","0"
"73536","19971","1"
"73536","20038","0"
"73536","20194","0"
"147343","19998","1"
"147343","19971","0"
"147343","20141","0"
"147343","20209","0"
"147343","20267","0"
"147343","19962","0"
"147343","20305","0"
"147343","20378","0"
"74514","19971","1"
"66262","19960","1"
"74514","20206","0"
"66262","20103","0"
"66262","20218","0"
"66262","20015","0"
"66262","20392","0"
"66262","20385","0"
"66262","20263","0"
"67185","20206","1"
"67185","19963","0"
"67185","20010","0"
"150592","20099","1"
"150592","19974","0"
"150592","20406","0"
"73237","19971","1"
"73237","19959","0"
"73237","20038","0"
"70714","20099","1"
"70714","19978","0"
"70714","19959","0"
"70714","20053","0"
"73983","19978","1"
"137802","20255","1"
"73983","19974","0"
"72072","20038","1"
"137802","20010","0"
"137802","20098","0"
"72072","20416","0"
"72072","20027","0"
"74603","19978","1"
"74603","19974","0"
"72713","20012","1"
"72713","19959","0"
"72713","20149","0"
"72713","20087","0"
"64416","20087","1"
"64416","19998","0"
"149218","20206","1"
"149218","20186","0"
"149218","20205","0"
"149218","20283","0"
"65338","20012","1"
"65338","19974","0"
"65338","20252","0"
"65338","20339","0"
"65338","20208","0"
"73063","20012","1"
"73063","20087","0"
"64427","20079","1"
"64427","20087","0"
"65497","20087","1"
"65497","20079","0"
"73066","20204","1"
"73066","20149","0"
"73066","20176","0"
"73794","19978","1"
"73794","20274","0"
"73794","20087","0"
"141007","19971","1"
"141007","19998","0"
"141007","20092","0"
"141007","20202","0"
"141007","20287","0"
"65237","20087","1"
"65237","20420","0"
"64426","20087","1"
"64658","20012","1"
"64658","20191","0"
"71773","20087","1"
"71773","20060","0"
"71924","19971","1"
"71924","20202","0"
"71924","20212","0"
"64661","20087","1"
"74973","19994","1"
"68932","19971","1"
"74973","20200","0"
"68932","20010","0"
"74973","20193","0"
"68932","19959","0"
"73545","19994","1"
"73545","20069","0"
"73545","19988","0"
"73545","20288","0"
"70854","19971","1"
"66756","19971","1"
"70854","20202","0"
"70854","19959","0"
"147150","19998","1"
"147150","20010","0"
"147150","20086","0"
"147150","20258","0"
"67299","19971","1"
"66978","20174","1"
"67299","20202","0"
"66978","19958","0"
"67299","20024","0"
"66978","20298","0"
"67299","20092","0"
"66978","20094","0"
"66924","19971","1"
"66924","19998","0"
"142039","20213","1"
"142039","20352","0"
"142039","20016","0"
"142039","20413","0"
"64988","20099","1"
"64988","20086","0"
"64988","20255","0"
"149692","19971","1"
"149692","20300","0"
"149692","20349","0"
"149692","20302","0"
"67382","20296","1"
"67382","19959","0"
"67382","20103","0"
"67382","20221","0"
"67923","20122","1"
"67923","20255","0"
"63135","20323","1"
"63135","20142","0"
"74051","20206","1"
"74051","20086","0"
"74051","20161","0"
"74051","20270","0"
"149069","20006","1"
"149069","20044","0"
"149069","20128","0"
"149069","20055","0"
"149069","20051","0"
"75003","20174","1"
"75003","20044","0"
"75003","20323","0"
"75003","20055","0"
"65560","19971","1"
"65560","19959","0"
"66359","20099","1"
"66359","19981","0"
"149212","20206","1"
"149212","19966","0"
"149212","19968","0"
"149212","20205","0"
"74067","19971","1"
"74067","20202","0"
"74067","20103","0"
"65584","20176","1"
"71000","20013","1"
"71000","20103","0"
"71000","19959","0"
"149215","20206","1"
"149215","19966","0"
"149215","19968","0"
"149215","20205","0"
"149215","20296","0"
"149220","20206","1"
"149220","20090","0"
"149220","20141","0"
"149220","20205","0"
"149220","20283","0"
"149220","20313","0"
"148497","20206","1"
"148497","19968","0"
"148497","20205","0"
"148497","20394","0"
"149216","20206","1"
"149216","20205","0"
"149216","20080","0"
"149216","20283","0"
"72309","20016","1"
"72309","20029","0"
"149214","20206","1"
"149214","19968","0"
"149214","20205","0"
"149214","20124","0"
"149214","20394","0"
"69973","20015","1"
"69973","19982","0"
"69973","19982","0"
"69717","19971","1"
"69717","20406","0"
"69717","20320","0"
"149221","20206","1"
"149221","20205","0"
"149221","20080","0"
"149221","20283","0"
"149223","20206","1"
"149223","19968","0"
"149223","20205","0"
"149223","20371","0"
"66779","19965","1"
"151236","19971","1"
"151236","20092","0"
"151236","20261","0"
"72673","19965","1"
"72673","20034","0"
"72673","20057","0"
"70261","19968","1"
"70261","20137","0"
"70261","20100","0"
"69392","19971","1"
"69392","20024","0"
"69392","20202","0"
"69392","20320","0"
"74686","19971","1"
"74686","19959","0"
"67580","19965","1"
"67580","20078","0"
"67580","19977","0"
"63720","19971","1"
"63720","20202","0"
"63720","20206","0"
"74953","19971","1"
"74953","20202","0"
"74953","19998","0"
"74953","20092","0"
"73088","20099","1"
"73088","20206","0"
"73088","20346","0"
"73088","20250","0"
"65451","19995","1"
"65451","20013","0"
"65451","19985","0"
"70726","20174","1"
"70726","20004","0"
"70726","20012","0"
"72764","20038","1"
"72764","20103","0"
"72764","20044","0"
"70544","20087","1"
"70544","20075","0"
"74334","20206","1"
"74334","20202","0"
"74334","20161","0"
"73694","19971","1"
"73694","20141","0"
"73694","19959","0"
"152256","19985","1"
"152256","20142","0"
"152256","20393","0"
"65644","19995","1"
"67715","19971","1"
"152221","20416","1"
"67715","20423","0"
"152221","20038","0"
"67715","20147","0"
"152221","20385","0"
"67715","20349","0"
"72458","20133","1"
"72458","19997","0"
"70355","20296","1"
"70355","20099","0"
"70355","20221","0"
"64911","20296","1"
"64911","19959","0"
"64911","20099","0"
"64911","20099","0"
"64911","20015","0"
"74306","19971","1"
"74306","20176","0"
"74306","20080","0"
"74306","20202","0"
"74306","20136","0"
"142298","19986","1"
"142298","20150","0"
"142298","20141","0"
"152751","20136","1"
"69504","19994","1"
"70920","20066","1"
"152751","20024","0"
"70920","19974","0"
"152751","20202","0"
"70920","19978","0"
"69504","19988","0"
"70920","20208","0"
"70920","20296","0"
"69504","20117","0"
"69504","20193","0"
"63642","20094","1"
"137738","20004","1"
"137738","20036","0"
"137738","20103","0"
"137738","20126","0"
"137738","20127","0"
"137738","20345","0"
"66361","20099","1"
"66361","19981","0"
"66361","20212","0"
"66360","20099","1"
"66360","19981","0"
"137594","20214","1"
"144592","20296","1"
"70211","19971","1"
"144592","20049","0"
"74144","20202","1"
"70211","19981","0"
"74144","19971","0"
"70211","20099","0"
"70211","20206","0"
"74144","20136","0"
"144592","19968","0"
"70211","20300","0"
"144592","20291","0"
"68702","19995","1"
"68702","20136","0"
"68702","20161","0"
"68702","20161","0"
"154930","19960","1"
"154930","20103","0"
"154930","20024","0"
"154930","20202","0"
"154930","19959","0"
"154930","19960","0"
"154930","20392","0"
"154930","20385","0"
"71026","19963","1"
"71026","20259","0"
"71026","20094","0"
"72246","19990","1"
"72246","20273","0"
"72246","19982","0"
"72246","20208","0"
"73465","19978","1"
"73465","19982","0"
"73465","19959","0"
"67883","20212","1"
"67883","20190","0"
"72038","20158","1"
"64020","20075","1"
"64020","20245","0"
"64020","20154","0"
"64020","19962","0"
"152131","19998","1"
"152131","20202","0"
"152131","20362","0"
"152131","20275","0"
"66255","20206","1"
"72386","20206","1"
"66255","19960","0"
"66255","20015","0"
"66255","20107","0"
"66255","20404","0"
"66255","20093","0"
"72386","20224","0"
"72386","20117","0"
"136830","20070","1"
"136830","20068","0"
"74588","20044","1"
"74588","20274","0"
"74588","20064","0"
"74588","19998","0"
"74588","20004","0"
"66328","20206","1"
"66328","20015","0"
"66328","20015","0"
"66328","19960","0"
"66328","20404","0"
"66328","20093","0"
"74322","20227","1"
"74322","20378","0"
"66254","20206","1"
"66253","20206","1"
"74321","20227","1"
"74324","19962","1"
"66254","19960","0"
"74324","20227","0"
"66253","20107","0"
"66254","20015","0"
"74321","20118","0"
"66254","20015","0"
"66253","20015","0"
"66254","20107","0"
"66254","20012","0"
"74324","20012","0"
"66253","20015","0"
"74321","20209","0"
"66253","19960","0"
"66253","20086","0"
"64757","20211","1"
"63362","20211","1"
"142266","19986","1"
"142266","20141","0"
"142266","20048","0"
"142266","20155","0"
"142287","19986","1"
"142287","19969","0"
"142287","19998","0"
"142287","20106","0"
"142287","20141","0"
"142287","20048","0"
"66490","19994","1"
"66490","20094","0"
"66490","19988","0"
"66490","20066","0"
"74460","20070","1"
"74460","20141","0"
"65124","20334","1"
"65124","19985","0"
"65124","20315","0"
"65124","20390","0"
"142286","19986","1"
"142286","19969","0"
"142286","20141","0"
"142286","20048","0"
"142286","20155","0"
"142297","19986","1"
"142268","19986","1"
"142297","20150","0"
"136374","20390","1"
"142285","19986","1"
"142268","20141","0"
"142285","19969","0"
"142268","20048","0"
"142285","20141","0"
"142268","22068","0"
"142285","20048","0"
"142285","20155","0"
"136374","20103","0"
"142297","20141","0"
"136374","20109","0"
"74917","19968","1"
"74917","20049","0"
"74917","19984","0"
"74917","20174","0"
"74917","20291","0"
"67461","20206","1"
"67461","20150","0"
"67461","20184","0"
"142296","19986","1"
"142296","20150","0"
"142296","20141","0"
"142265","19986","1"
"142265","20141","0"
"142265","20048","0"
"142265","20252","0"
"142265","20155","0"
"142291","19986","1"
"142291","19969","0"
"142291","20141","0"
"142291","20250","0"
"142295","19986","1"
"142293","19986","1"
"142293","19969","0"
"142293","20141","0"
"142293","20250","0"
"142295","19969","0"
"142295","20141","0"
"190070","19965","1"
"190070","19989","0"
"190070","20141","0"
"190070","20168","0"
"190070","20174","0"
"190070","20178","0"
"142292","19986","1"
"142292","19969","0"
"142292","20141","0"
"142292","20250","0"
"142264","19986","1"
"142264","20141","0"
"142264","20048","0"
"142264","20155","0"
"142267","19986","1"
"142267","20141","0"
"142267","20048","0"
"142267","20155","0"
"142289","19986","1"
"142289","19969","0"
"142289","19998","0"
"142289","20141","0"
"142289","20048","0"
"142289","20071","0"
"142290","19986","1"
"142290","19969","0"
"142290","19998","0"
"142290","20141","0"
"142290","20048","0"
"142290","20071","0"
"142929","20165","1"
"142269","19986","1"
"142269","20141","0"
"142929","20129","0"
"142929","20141","0"
"142269","20048","0"
"142269","22068","0"
"142269","20155","0"
"142288","19986","1"
"142288","19969","0"
"142288","19998","0"
"142288","20141","0"
"142288","20048","0"
"142288","20071","0"
"142263","19986","1"
"142263","20141","0"
"142263","20048","0"
"142263","20155","0"
"143449","20200","1"
"143449","19994","0"
"143449","20199","0"
"142294","19986","1"
"142294","19969","0"
"142294","20141","0"
"142294","22068","0"
"142294","20250","0"
"142294","20122","0"
"136379","19968","1"
"136379","20073","0"
"72844","20048","1"
"72844","20082","0"
"72844","19986","0"
"66330","20066","1"
"66330","20208","0"
"66330","19963","0"
"66330","20070","0"
"74692","19995","1"
"74692","20129","0"
"74692","20103","0"
"74692","20332","0"
"74323","20227","1"
"74323","20105","0"
"189258","20296","1"
"189258","20032","0"
"189257","20296","1"
"189257","20032","0"
"74317","20227","1"
"74317","20141","0"
"74317","20250","0"
"74317","20015","0"
"64276","20280","1"
"64276","20305","0"
"64276","20377","0"
"64276","20227","0"
"189136","20296","1"
"143437","20305","1"
"143437","19998","0"
"143437","20170","0"
"143437","20012","0"
"66230","19968","1"
"71332","20012","1"
"71332","20227","0"
"71332","20378","0"
"138535","20012","1"
"138535","20170","0"
"138535","20214","0"
"74325","20227","1"
"74325","20209","0"
"74325","20423","0"
"70785","19968","1"
"70785","20152","0"
"70785","20100","0"
"70785","20012","0"
"68883","20094","1"
"68883","19988","0"
"68883","19988","0"
"143363","20258","1"
"143363","20209","0"
"143363","20281","0"
"143363","20305","0"
"143363","20012","0"
"143363","20254","0"
"63461","20176","1"
"138535","20012","1"
"138535","20170","0"
"138535","20214","0"
"70121","20094","1"
"70121","19974","0"
"70121","20055","0"
"70121","20066","0"
"67991","20012","1"
"68013","20012","1"
"69936","20034","1"
"69936","19978","0"
"73752","20070","1"
"73752","20232","0"
"67691","20034","1"
"67691","19989","0"
"67691","19989","0"
"144155","19965","1"
"144155","20034","0"
"74501","20122","1"
"64816","20323","1"
"74834","20015","1"
"145307","20164","1"
"145307","20251","0"
"145307","19960","0"
"74501","20094","0"
"64816","20098","0"
"64816","20142","0"
"149694","20088","1"
"149694","20147","0"
"149694","20004","0"
"67091","20012","1"
"71197","19965","1"
"71197","19989","0"
"71197","20034","0"
"71197","20034","0"
"71197","20321","0"
"71197","20034","0"
"62911","20275","1"
"150761","20013","1"
"150761","20010","0"
"150761","20318","0"
"150761","20012","0"
"74945","19971","1"
"67326","20094","1"
"73410","20004","1"
"72068","20099","1"
"72068","20157","0"
"72068","19978","0"
"72068","19978","0"
"74945","20349","0"
"70380","19995","1"
"70380","20012","0"
"70380","19987","0"
"70380","19987","0"
"74291","20206","1"
"74291","20103","0"
"74291","20010","0"
"66085","20385","1"
"66085","20385","0"
"66085","20214","0"
"67279","20070","1"
"67279","20372","0"
"67279","20141","0"
"70932","19990","1"
"70932","20055","0"
"62936","20075","1"
"68707","20315","1"
"68707","20283","0"
"68707","20014","0"
"141376","20280","1"
