"MashupID","ApiID"
"84871","63171"
"87538","62666"
"87538","65364"
"87538","67162"
"87038","62677"
"87038","63008"
"87038","-1"
"87038","63490"
"87038","66494"
"80731","62666"
"80731","-1"
"80731","62677"
"80731","62681"
"87186","62918"
"87186","62980"
"87186","63008"
"87186","63276"
"87186","-1"
"87186","64141"
"87186","-1"
"87186","-1"
"87186","-1"
"84636","63500"
"85322","63671"
"84636","63824"
"83163","62685"
"83163","62687"
"83163","62844"
"83163","62875"
"82353","62769"
"82353","63054"
"82203","-1"
"86915","63904"
"85259","62687"
"85259","-1"
"85259","63452"
"87560","62687"
"87560","62768"
"87560","63147"
"87560","64703"
"87560","65305"
"87560","65436"
"84767","62666"
"86314","63362"
"84767","62687"
"84767","62715"
"84767","63090"
"86754","63904"
"82247","62944"
"83638","62666"
"84076","62683"
"85627","63008"
"83638","62677"
"85627","63506"
"83638","62681"
"85627","-1"
"83638","62687"
"83638","62715"
"83638","63008"
"139043","69926"
"139043","62886"
"139043","-1"
"139043","-1"
"139043","62786"
"139043","63008"
"139043","62918"
"139043","62738"
"86625","65399"
"83943","62681"
"83943","62806"
"83943","63008"
"83943","-1"
"85092","-1"
"86857","63904"
"88155","63381"
"82883","63135"
"82887","-1"
"86857","64656"
"81562","62687"
"86321","63904"
"86321","64656"
"84050","62715"
"81608","62687"
"84918","62677"
"84918","62715"
"84918","62944"
"84918","-1"
"84918","63521"
"84918","63787"
"84918","64044"
"85899","62687"
"84520","62677"
"85767","63904"
"85767","64656"
"84938","62687"
"84938","64169"
"84474","62666"
"84474","62715"
"84474","-1"
"82116","63000"
"87700","62774"
"87700","62859"
"87700","63342"
"87700","64759"
"86567","63824"
"87851","63904"
"87851","64656"
"82489","62691"
"83177","-1"
"83177","62911"
"80896","62677"
"138326","64972"
"80896","-1"
"87321","63805"
"85346","62809"
"84313","62682"
"84313","62687"
"82713","62666"
"82713","62715"
"82713","-1"
"82713","-1"
"82713","62925"
"140731","63664"
"81121","62677"
"81121","62976"
"81121","63243"
"81121","63273"
"84460","62774"
"84473","-1"
"87323","62687"
"84473","62786"
"87323","62715"
"87323","62918"
"84473","62918"
"84473","63008"
"84473","-1"
"84411","-1"
"83017","62666"
"83017","62669"
"83017","62687"
"86445","65876"
"84976","62804"
"84976","63330"
"84976","64146"
"87171","64726"
"87171","65876"
"80795","62666"
"80795","62681"
"80795","62687"
"80795","-1"
"80795","62765"
"84958","63008"
"86395","-1"
"82396","62666"
"84958","63128"
"86395","-1"
"87696","62687"
"87696","62703"
"87696","-1"
"87696","64274"
"85961","64960"
"86959","62715"
"86959","64726"
"85094","62687"
"82253","62687"
"85312","62687"
"85312","68727"
"83701","62761"
"87649","62670"
"85999","62687"
"86941","62944"
"87649","62803"
"87649","63538"
"87649","66603"
"87649","67935"
"86941","63171"
"86941","-1"
"86941","63277"
"83949","62715"
"82006","62666"
"82299","62677"
"83949","63273"
"82006","-1"
"82006","62681"
"82006","62687"
"83389","62842"
"138499","71552"
"138499","64794"
"85791","62677"
"85791","-1"
"85791","63449"
"84965","62677"
"81170","62687"
"83280","62677"
"83280","62683"
"82206","62677"
"82206","62976"
"151786","137521"
"151786","137789"
"151786","72849"
"151786","69627"
"151786","72572"
"151786","73248"
"151786","136403"
"82793","62677"
"81490","62677"
"82799","62683"
"80743","62677"
"82799","62789"
"80743","62681"
"82799","62925"
"81517","62677"
"81833","62677"
"87059","65549"
"87025","62677"
"83085","62677"
"80754","62677"
"84477","62677"
"84477","62789"
"83248","62677"
"81419","62677"
"83248","62875"
"86496","62677"
"83248","62925"
"86496","62875"
"86496","-1"
"86496","63128"
"83248","63128"
"86496","63449"
"86496","63477"
"86496","64094"
"86496","64427"
"85377","62687"
"82736","62677"
"138956","73917"
"82736","62789"
"82736","62981"
"82156","62666"
"83048","62687"
"87924","62670"
"87115","63184"
"88085","62687"
"87115","-1"
"81809","62677"
"88181","63857"
"88276","62685"
"82417","62687"
"82417","-1"
"88277","63477"
"88292","64094"
"88098","-1"
"81592","62687"
"94604","64198"
"88275","64541"
"94604","139442"
"82760","62687"
"84827","62666"
"138561","66911"
"82800","62687"
"87602","64656"
"84827","-1"
"84827","62677"
"84827","63008"
"84827","64084"
"85497","63008"
"83706","62666"
"82322","62687"
"81548","62687"
"87642","-1"
"87642","64094"
"87642","64198"
"87642","69047"
"87642","66163"
"87642","67736"
"87642","63477"
"83872","-1"
"144667","137316"
"83245","-1"
"81307","62687"
"86749","66555"
"85806","62687"
"83415","62981"
"80934","62687"
"87694","65364"
"83415","-1"
"83415","-1"
"80934","-1"
"82460","-1"
"82460","62917"
"147081","67714"
"147077","62670"
"83419","62918"
"83419","-1"
"83419","-1"
"147078","-1"
"147080","64592"
"147079","63147"
"86157","62687"
"84678","62666"
"84678","62687"
"84678","62715"
"84678","-1"
"84678","63008"
"147076","64839"
"147076","62687"
"147076","-1"
"87409","69005"
"85427","62842"
"84514","-1"
"85427","62925"
"85427","-1"
"85427","64268"
"86091","64726"
"87960","62715"
"81161","62687"
"82268","62687"
"87960","64848"
"139530","63381"
"87583","70629"
"87458","62687"
"87706","-1"
"87458","62789"
"87706","62715"
"87706","67684"
"87458","62842"
"87458","-1"
"87458","-1"
"87458","63449"
"87458","64759"
"87458","65305"
"87458","65415"
"87458","65582"
"87458","68703"
"82059","-1"
"83918","62666"
"139531","63381"
"83918","62715"
"86302","63904"
"83816","62666"
"86302","64656"
"83816","62681"
"83816","62683"
"83816","62715"
"83816","62761"
"83816","63008"
"83816","-1"
"83816","63238"
"83816","63415"
"85425","62687"
"136426","64592"
"136426","70217"
"136426","62687"
"136426","-1"
"136426","63117"
"85916","62687"
"87592","63008"
"87592","63635"
"85916","-1"
"85916","62835"
"85916","63452"
"88150","63381"
"83216","62809"
"137808","62687"
"137808","64839"
"137808","-1"
"137808","63117"
"137808","-1"
"81957","62687"
"86895","64146"
"120592","65033"
"86895","66603"
"86895","66609"
"86895","66610"
"86948","66672"
"84496","63452"
"87551","66256"
"87673","70650"
"87647","62895"
"82833","62774"
"87647","62918"
"82833","62835"
"82697","62687"
"86587","62793"
"86891","62918"
"86891","63008"
"86891","63904"
"86891","64656"
"86404","-1"
"86967","62837"
"83237","62687"
"87116","63184"
"87919","62666"
"84989","62715"
"87919","-1"
"87919","64219"
"84989","62761"
"84989","62789"
"87919","-1"
"84989","63824"
"86787","63904"
"86787","64656"
"81786","62917"
"87675","62918"
"88299","62687"
"87675","62925"
"84616","63736"
"85798","63008"
"85798","63578"
"87675","63238"
"87675","-1"
"84616","63955"
"84616","-1"
"84616","64053"
"82423","-1"
"86617","63231"
"86617","63500"
"86617","64145"
"87931","62917"
"83600","62677"
"83642","62687"
"87931","63008"
"87931","63500"
"139674","62875"
"85010","63273"
"145518","63692"
"82157","62687"
"87184","62687"
"82159","62687"
"82159","-1"
"82159","-1"
"82710","62687"
"83751","62669"
"82710","-1"
"83751","62687"
"83751","-1"
"85114","62683"
"82426","62908"
"85591","62683"
"80901","62683"
"82426","63052"
"81908","62683"
"81908","62966"
"82107","62683"
"87959","64772"
"84263","62683"
"82107","62701"
"84263","62687"
"82985","62683"
"82985","62859"
"83685","62683"
"83685","62687"
"84284","62683"
"84284","62789"
"84284","63449"
"84283","62666"
"84283","62683"
"84283","63008"
"84283","63158"
"84283","63302"
"84283","63532"
"84283","63635"
"84283","63662"
"84283","63955"
"84283","64094"
"84283","64145"
"84283","64426"
"82885","62683"
"138074","138034"
"87397","62952"
"85359","63904"
"87397","-1"
"138964","73917"
"82136","62673"
"82136","62675"
"82136","62681"
"82136","62683"
"82136","62695"
"82136","62788"
"82136","62852"
"82136","62875"
"82136","62971"
"88009","62715"
"85317","62687"
"87873","63008"
"87460","63147"
"87460","67002"
"88009","62761"
"87873","65415"
"87873","65582"
"88024","62687"
"85057","62687"
"85056","62687"
"85057","63452"
"85988","62687"
"83893","-1"
"88244","62666"
"84302","62687"
"88244","62687"
"88244","62918"
"88244","63008"
"85921","62666"
"85653","62715"
"85921","62683"
"85653","62761"
"85921","62715"
"85653","62925"
"85921","62918"
"85653","64271"
"85921","63008"
"85653","64726"
"85921","63898"
"87077","-1"
"87789","63224"
"82248","62944"
"86593","62809"
"88156","63381"
"85388","62837"
"85388","63134"
"87638","65558"
"87638","66672"
"87638","66710"
"87774","67232"
"86739","63008"
"86739","63822"
"84923","63863"
"88073","63381"
"81637","62687"
"81579","62687"
"87177","63500"
"87177","64145"
"83076","62683"
"83076","62687"
"87466","-1"
"86014","62682"
"86233","62683"
"88058","64715"
"86014","62687"
"87175","67893"
"86233","64974"
"87657","63074"
"86118","63008"
"86118","64244"
"87991","63536"
"80779","62677"
"87588","62675"
"80779","62683"
"87588","62761"
"87588","62788"
"87588","62918"
"87588","62966"
"87588","63008"
"87588","63313"
"87588","64185"
"87588","64244"
"87588","-1"
"87588","64972"
"87588","65022"
"87588","69926"
"80726","62825"
"85282","63008"
"85708","63904"
"84763","62677"
"87677","65364"
"84763","62683"
"83657","-1"
"83657","63360"
"84573","-1"
"82312","-1"
"143695","141300"
"82779","62666"
"82779","62677"
"82779","62683"
"82779","62687"
"82779","62715"
"82779","62842"
"82779","62917"
"82779","62918"
"82779","63128"
"82779","63449"
"82779","63635"
"146439","62677"
"138070","-1"
"146439","74261"
"146439","63736"
"146439","64002"
"146439","64655"
"86087","62677"
"87188","62761"
"87188","64833"
"82975","62679"
"87596","62837"
"86370","65364"
"86370","-1"
"87596","62842"
"82975","62681"
"87596","64739"
"87596","64972"
"82975","-1"
"87596","69042"
"82975","-1"
"82975","-1"
"86370","-1"
"86370","65636"
"86370","65798"
"85174","62677"
"85174","62683"
"85174","62687"
"84497","62715"
"84354","62715"
"84354","63452"
"86632","62687"
"82820","62687"
"82820","62761"
"82820","63650"
"84428","62691"
"82052","62687"
"82686","62687"
"85275","64172"
"88199","62900"
"88199","63168"
"88199","63355"
"88199","63650"
"88199","67601"
"88199","67684"
"85775","62918"
"85775","-1"
"85775","64004"
"85775","-1"
"85775","64094"
"86987","62761"
"86987","62900"
"86987","63008"
"86987","-1"
"86987","65415"
"86987","65582"
"82994","63065"
"82876","62677"
"81615","62687"
"87631","69944"
"82544","-1"
"86698","62687"
"80992","62677"
"80992","62687"
"86698","66179"
"80992","-1"
"88135","73951"
"85812","62687"
"83591","62687"
"81167","-1"
"81167","-1"
"87905","62669"
"82529","62691"
"82271","62669"
"82271","-1"
"85660","62687"
"80835","62669"
"85660","62715"
"85660","62918"
"80835","62687"
"82687","62852"
"83050","62683"
"84097","62715"
"83050","62687"
"81364","62669"
"81364","62859"
"83895","62789"
"83548","62691"
"83548","62765"
"88056","62687"
"87712","65364"
"88056","62918"
"87712","68727"
"88056","65582"
"87766","63502"
"86106","62669"
"82163","-1"
"87766","63650"
"86106","62900"
"86106","-1"
"86106","-1"
"81337","62687"
"87768","62761"
"87768","-1"
"87768","67684"
"85956","-1"
"83737","62687"
"84401","62687"
"86642","62687"
"83804","62715"
"87652","63008"
"80963","62687"
"81001","62687"
"83175","62687"
"84809","62666"
"83175","62715"
"84809","63008"
"84809","63822"
"86902","63904"
"86902","64656"
"84920","63008"
"84920","63911"
"151819","62687"
"87599","64887"
"88053","62687"
"88053","63008"
"88053","67536"
"87367","62687"
"86130","-1"
"87367","67410"
"86130","62687"
"86130","63581"
"88107","62687"
"82374","62687"
"80790","-1"
"86681","62687"
"86939","62918"
"83295","62687"
"83760","62687"
"86939","63904"
"86939","64656"
"83295","62715"
"83295","62875"
"81361","62687"
"87136","62678"
"84214","62666"
"138305","138295"
"81361","62703"
"84214","-1"
"87136","62687"
"84214","62677"
"87136","63008"
"84214","62682"
"81361","-1"
"87136","65223"
"84214","-1"
"87136","65497"
"84214","62715"
"84214","62761"
"84214","62900"
"84214","63008"
"84214","63267"
"84214","-1"
"84214","-1"
"84214","63635"
"84214","63650"
"84214","64173"
"87468","-1"
"83839","62687"
"87464","-1"
"83087","62687"
"86488","-1"
"86488","65562"
"87570","62670"
"87570","62687"
"82367","62678"
"83989","62677"
"82367","62685"
"82367","-1"
"82367","-1"
"82367","62875"
"83640","62677"
"83640","62683"
"83640","62809"
"82948","62687"
"82219","62687"
"82948","62768"
"82219","62715"
"84964","62666"
"83674","62677"
"84964","62673"
"84964","62768"
"83042","62687"
"83042","-1"
"83042","-1"
"84741","62911"
"86669","62670"
"86669","62682"
"86669","62966"
"86669","63048"
"86669","63500"
"86669","65738"
"86719","62677"
"86719","62683"
"86719","62715"
"86719","62809"
"86719","62896"
"86719","-1"
"86719","63277"
"86719","-1"
"86719","63560"
"86719","-1"
"86719","63736"
"82479","62687"
"84675","-1"
"81734","62687"
"82245","62687"
"82726","62666"
"87224","62677"
"82245","-1"
"87224","62683"
"82726","62687"
"85804","62687"
"85804","63452"
"87163","64752"
"83697","62677"
"83697","62683"
"83697","62809"
"83988","62687"
"85300","63904"
"83988","-1"
"87164","64752"
"132294","62809"
"83566","62687"
"83566","-1"
"87073","63904"
"87162","64752"
"81714","62687"
"81714","62704"
"83857","62704"
"87378","65464"
"82558","62687"
"81999","62687"
"83459","62683"
"85065","62687"
"84734","62687"
"82950","62666"
"85912","62687"
"85065","64061"
"85912","-1"
"83678","63075"
"87443","62687"
"87443","64742"
"85074","62677"
"85074","63449"
"85845","62687"
"85845","63822"
"85845","64128"
"81414","62687"
"82398","62738"
"82398","62842"
"82398","-1"
"86600","62669"
"86600","62677"
"86600","62761"
"86600","-1"
"86600","64017"
"86600","-1"
"82554","62687"
"81863","62678"
"82553","62687"
"82554","-1"
"81863","62687"
"82553","-1"
"88005","62687"
"84361","62944"
"81269","62677"
"137171","62687"
"138968","73917"
"84294","62788"
"83309","62687"
"82855","63054"
"83309","62715"
"83309","62754"
"83309","-1"
"83309","62768"
"85628","62918"
"85776","62687"
"85628","63008"
"85776","62691"
"85628","63506"
"87255","65265"
"90930","63492"
"85722","63904"
"144975","64146"
"90930","63594"
"94611","63492"
"94611","63594"
"84142","62789"
"86044","64048"
"86044","64146"
"86044","64986"
"85182","62687"
"85182","63492"
"85182","-1"
"84869","62666"
"86401","-1"
"84869","64162"
"144082","73996"
"84627","62666"
"80953","62687"
"83255","62687"
"84627","63635"
"86153","62773"
"86153","62918"
"144083","73996"
"88173","73788"
"86802","62918"
"86802","63824"
"86802","63904"
"88187","72572"
"88187","72846"
"88037","63506"
"88198","73788"
"88176","67223"
"88176","72572"
"88176","-1"
"88176","74500"
"81370","62677"
"88170","73788"
"80962","62687"
"87828","63381"
"88172","66357"
"88172","69627"
"88172","70497"
"88172","72572"
"88172","73788"
"84660","63008"
"85796","62715"
"138160","137612"
"83131","62666"
"82814","62687"
"86965","-1"
"86832","63158"
"86832","-1"
"86832","-1"
"80732","62673"
"87590","62687"
"87590","68603"
"87015","63502"
"84119","63008"
"87015","64745"
"87015","-1"
"84760","63598"
"84760","-1"
"81721","62687"
"88124","66357"
"88124","69627"
"88124","69902"
"88124","70497"
"88124","72572"
"88124","72796"
"88124","72846"
"88124","72849"
"88124","72857"
"88124","73232"
"88124","73233"
"88124","73252"
"86205","63904"
"86205","64656"
"85717","62687"
"85717","64641"
"82830","63075"
"86190","62727"
"86190","63904"
"86190","64656"
"86190","67100"
"83731","62666"
"86107","62687"
"83731","62687"
"83731","62918"
"86107","62918"
"81086","62687"
"85507","-1"
"85507","62687"
"85507","62918"
"85507","63008"
"85507","63147"
"85389","62678"
"83409","62687"
"85389","62737"
"83409","-1"
"85389","62837"
"83557","62679"
"83557","62789"
"85062","62678"
"85062","62859"
"80762","62682"
"80762","62690"
"87259","62682"
"87259","62761"
"87259","62918"
"87259","63008"
"87259","-1"
"87259","-1"
"87259","63630"
"87259","64145"
"87259","-1"
"87259","64304"
"87259","64703"
"87259","64839"
"87259","64916"
"87259","-1"
"87259","-1"
"87259","68156"
"82947","-1"
"83523","62667"
"83523","-1"
"83523","62681"
"83523","-1"
"83523","62908"
"83523","63008"
"83523","63034"
"83523","-1"
"85194","62687"
"82744","-1"
"83965","62687"
"83965","62803"
"83965","63332"
"84539","-1"
"83514","62666"
"84539","-1"
"83514","-1"
"83514","62681"
"83514","62715"
"83514","62761"
"83514","63008"
"83514","-1"
"83514","63238"
"83514","-1"
"85686","-1"
"85686","63409"
"85686","63635"
"85686","63671"
"84102","62687"
"87894","63650"
"86896","63904"
"82968","62687"
"87705","68035"
"82968","-1"
"86896","64656"
"82968","63149"
"116118","-1"
"116118","66045"
"81998","62677"
"87379","62677"
"87532","62687"
"84172","62687"
"142688","64087"
"81938","62687"
"86006","62852"
"86006","63824"
"87316","62687"
"87986","63692"
"87316","68560"
"87986","64219"
"87986","66072"
"83130","62677"
"83130","62725"
"83130","-1"
"88035","62677"
"86995","62677"
"81531","62677"
"88035","71898"
"86995","64004"
"86995","64219"
"86995","64745"
"86995","65582"
"81531","-1"
"81591","-1"
"139908","63663"
"85291","62677"
"85357","63904"
"139908","63422"
"139908","62677"
"139908","64772"
"83886","62681"
"87417","62918"
"87417","62925"
"87417","63008"
"87417","63115"
"87417","63945"
"84889","62687"
"84889","63824"
"83594","62832"
"86240","62677"
"82455","62666"
"86240","63008"
"86240","63692"
"86240","65415"
"81184","62677"
"82898","62681"
"86511","62677"
"82898","-1"
"86511","63824"
"82898","63129"
"86511","64843"
"145702","72358"
"83793","62677"
"83658","62677"
"86516","62666"
"86516","62826"
"83793","62925"
"86516","63008"
"86516","63308"
"83658","63308"
"83658","63350"
"86516","63350"
"86516","63663"
"86516","63692"
"139196","72791"
"147315","72434"
"81520","62687"
"86676","62944"
"81520","62703"
"86676","-1"
"86676","64974"
"81800","62687"
"82983","63065"
"83259","-1"
"83925","62687"
"81233","62687"
"84776","62687"
"84776","62842"
"81232","62687"
"83924","62687"
"85750","63904"
"85750","64656"
"87461","62683"
"87461","-1"
"87461","62715"
"87461","62842"
"87461","63008"
"87461","64145"
"85919","62837"
"82405","62677"
"85918","62837"
"85864","62837"
"85339","62677"
"85339","63449"
"85663","63452"
"84338","62918"
"88141","63381"
"88142","63381"
"86635","-1"
"136786","64972"
"136786","62715"
"84413","62666"
"84413","62761"
"84413","-1"
"85891","62687"
"86816","63904"
"83837","62682"
"85733","63904"
"83644","63064"
"85733","-1"
"83837","62687"
"83837","63151"
"83967","63430"
"85321","-1"
"87545","63904"
"83967","-1"
"82315","-1"
"85321","62687"
"82315","62677"
"82315","62681"
"82315","62683"
"82315","-1"
"82315","62715"
"82315","-1"
"82315","62721"
"82315","62834"
"82315","-1"
"82315","-1"
"82315","62944"
"87545","64656"
"138953","73917"
"87922","66031"
"83654","62687"
"84299","63444"
"83773","-1"
"87426","-1"
"83773","62687"
"87426","-1"
"83773","63052"
"87426","64145"
"80878","62687"
"83577","62687"
"82009","62687"
"86095","62687"
"82605","62687"
"86095","62842"
"86095","62918"
"86095","62925"
"86095","63452"
"86095","64155"
"81253","62666"
"86771","63904"
"82097","62666"
"82097","62687"
"81542","62687"
"81542","-1"
"86914","62918"
"83894","62789"
"86914","63904"
"86914","64656"
"85320","63166"
"87024","64655"
"85215","62687"
"82011","62691"
"83331","62925"
"83738","62666"
"85816","62673"
"83738","62681"
"85816","62687"
"85816","62842"
"83738","62918"
"85816","-1"
"83738","63008"
"85816","62925"
"83738","-1"
"85816","63106"
"83738","63238"
"85816","64307"
"83738","-1"
"85816","64641"
"87976","62687"
"80843","62687"
"86916","63008"
"87976","63008"
"86916","63904"
"86916","64656"
"86269","63904"
"86269","64656"
"82585","62687"
"83337","63238"
"87119","62918"
"83766","62691"
"83475","-1"
"86162","63238"
"86162","-1"
"84306","62683"
"84306","63449"
"83643","62677"
"83643","63008"
"83863","62677"
"86837","63904"
"82839","62677"
"83863","62683"
"83863","62687"
"85027","63008"
"86689","62666"
"87797","62677"
"83113","62687"
"87063","63008"
"86689","62677"
"87797","62809"
"86689","62683"
"87797","63277"
"87063","64861"
"87797","65434"
"86689","-1"
"87797","67187"
"86689","62687"
"86689","62715"
"86689","62761"
"86689","62917"
"86689","62918"
"86689","63128"
"86689","63147"
"86689","63166"
"86689","-1"
"86689","63635"
"86689","64002"
"86689","64145"
"86689","64473"
"86689","65433"
"86689","65434"
"82974","-1"
"82974","-1"
"82974","62715"
"94618","67285"
"81696","62687"
"81695","62687"
"94618","67302"
"83841","63002"
"87687","62834"
"83261","62687"
"83121","-1"
"87088","62768"
"83261","62715"
"87088","63147"
"87088","63904"
"87088","64839"
"83121","63134"
"83261","62875"
"83524","62691"
"87253","62687"
"82712","62687"
"87490","63635"
"87490","63650"
"87490","-1"
"87490","-1"
"87490","-1"
"83483","62687"
"85926","62666"
"85925","63511"
"85926","63511"
"86786","62918"
"86819","63904"
"86786","63904"
"86770","63053"
"86770","63904"
"85931","62666"
"86843","63904"
"85931","62687"
"86843","64656"
"85931","62875"
"85931","63117"
"85931","63955"
"85931","-1"
"86767","63904"
"87724","66672"
"85342","63904"
"87724","66710"
"85734","63904"
"85731","62687"
"85731","63332"
"85731","63452"
"85731","64146"
"85731","64228"
"86890","63904"
"86753","63008"
"86858","63904"
"86753","63511"
"85133","62918"
"86753","63904"
"86840","63824"
"82239","62738"
"85133","63904"
"86840","63904"
"86753","64656"
"86840","64656"
"84802","62738"
"138789","73917"
"138955","73917"
"86833","62837"
"86833","63904"
"86778","63904"
"86295","63904"
"86922","63904"
"83453","62789"
"86922","64656"
"88138","63904"
"86887","63904"
"88138","68747"
"86887","64745"
"86839","63904"
"86120","63008"
"83458","62687"
"86120","64974"
"82190","62687"
"81864","62687"
"81754","62809"
"82590","62677"
"81447","-1"
"82590","62683"
"82590","-1"
"82590","62809"
"87289","68003"
"85983","62837"
"87729","63822"
"87729","64185"
"87729","-1"
"85987","62687"
"87394","63904"
"85251","62687"
"87394","64061"
"85251","62918"
"85251","63147"
"85251","63452"
"81575","62687"
"138946","73917"
"86264","62687"
"86264","62703"
"86264","-1"
"87682","62715"
"87444","62666"
"87444","62687"
"83049","62677"
"86263","62687"
"87444","62715"
"83049","-1"
"86263","62703"
"83049","62687"
"87444","62918"
"87444","63008"
"86263","-1"
"83049","62875"
"83049","-1"
"83049","62918"
"88279","65364"
"88279","65854"
"146640","139233"
"81600","62687"
"82656","62687"
"87325","62666"
"87325","64145"
"82229","-1"
"88251","68372"
"87134","66316"
"88251","74622"
"140630","63664"
"87134","67285"
"140630","137398"
"140630","62715"
"140630","64726"
"140630","71727"
"140630","64575"
"140630","73932"
"138787","73917"
"84953","62687"
"88137","64411"
"83189","62687"
"84953","63011"
"88137","-1"
"88137","65552"
"88137","72551"
"84953","63452"
"84953","-1"
"88137","72625"
"87350","62687"
"87350","64558"
"87350","64700"
"82943","62687"
"138965","73917"
"138785","73917"
"83120","62670"
"85079","-1"
"83120","62687"
"85079","63449"
"82984","63075"
"88071","63381"
"87818","63381"
"87837","62687"
"87837","63117"
"87825","63381"
"87445","68011"
"87846","62930"
"149657","146467"
"83140","62683"
"82781","62687"
"83140","62687"
"82781","62803"
"87228","64048"
"82057","62687"
"87813","62930"
"88027","73385"
"83144","62687"
"81186","62769"
"83008","62691"
"87860","65684"
"86796","62687"
"86278","64522"
"82530","62691"
"86030","62666"
"86030","62687"
"86030","62715"
"86030","63008"
"86030","63147"
"86030","63151"
"86030","63635"
"86030","-1"
"86030","-1"
"86028","62666"
"83755","62687"
"82679","62677"
"86028","62715"
"86028","63008"
"82679","62681"
"86028","63147"
"82679","-1"
"86028","63151"
"86028","63452"
"86028","63635"
"86028","-1"
"86028","-1"
"86029","62666"
"87802","63857"
"82477","62687"
"86029","62715"
"86029","62895"
"86029","63008"
"86029","63147"
"86029","63151"
"86029","63635"
"86029","-1"
"86029","-1"
"80740","62687"
"88096","62687"
"88096","62875"
"88096","63171"
"87775","62687"
"87775","70053"
"87775","70722"
"83225","-1"
"81804","-1"
"81804","-1"
"83225","-1"
"87542","70222"
"84252","63008"
"86039","62761"
"86039","62900"
"86039","62918"
"86039","63008"
"86039","64726"
"83744","62687"
"85984","62837"
"85438","62687"
"82543","62687"
"83033","-1"
"81039","62677"
"80801","62687"
"83033","62715"
"83033","-1"
"81039","62683"
"85438","-1"
"85438","63008"
"81039","-1"
"85438","63664"
"85438","64145"
"139532","63381"
"88088","63969"
"88088","-1"
"139794","69528"
"139794","62691"
"85568","-1"
"86490","63605"
"85568","63008"
"86490","65029"
"85568","-1"
"86490","-1"
"83343","-1"
"86050","64507"
"80888","62687"
"85575","63131"
"86884","63904"
"86290","62683"
"85575","63824"
"85575","-1"
"86290","62774"
"86290","65561"
"86884","64656"
"85121","63986"
"86815","63904"
"83455","-1"
"86580","62687"
"87384","62918"
"87384","63008"
"84801","62738"
"84801","63166"
"84639","62803"
"84639","63635"
"86692","-1"
"85004","62677"
"84691","62687"
"85004","62715"
"84691","62803"
"85004","62761"
"84691","63452"
"85004","62918"
"85004","63355"
"85004","63768"
"83117","62715"
"86582","63277"
"88165","63008"
"87798","-1"
"87798","66523"
"81972","62687"
"86683","-1"
"85569","62687"
"83950","63441"
"86160","62687"
"84336","62687"
"86160","62918"
"85569","-1"
"85569","-1"
"86212","63904"
"80854","62687"
"80742","62687"
"83940","62687"
"86212","64656"
"87762","62687"
"87762","62715"
"87762","62895"
"87762","66038"
"87762","67047"
"87762","67951"
"83269","62677"
"87518","69849"
"83269","62683"
"82815","62715"
"82646","62687"
"83269","62809"
"86854","62918"
"86854","63008"
"86854","63904"
"86854","64656"
"81078","62809"
"85075","62918"
"83072","-1"
"87467","-1"
"83165","62687"
"83165","63151"
"82655","62715"
"85820","62677"
"85820","64427"
